                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                0.85274,                0.71322,                 1.1711,                0.96626,                0.93794,                0.97327,                0.72904,                0.75064,                 0.3629,                 1.0785,               0.001882,               0.001882,               0.001882
                     84,                0.84945,                0.71318,                 1.1718,                0.96594,                0.93797,                0.97322,                0.72929,                0.75015,                0.36225,                 1.0781,               0.001783,               0.001783,               0.001783
                     85,                0.83863,                 0.7048,                 1.1641,                0.96513,                0.93763,                0.97277,                0.72957,                0.74927,                0.36206,                 1.0774,               0.001684,               0.001684,               0.001684
                     86,                0.84722,                0.70419,                 1.1674,                0.96557,                0.93797,                0.97334,                0.72968,                0.74907,                0.36187,                  1.077,               0.001585,               0.001585,               0.001585
                     87,                0.84455,                0.69738,                 1.1634,                0.96475,                0.93784,                0.97309,                0.73012,                0.74823,                0.36145,                 1.0765,               0.001486,               0.001486,               0.001486
                     88,                   0.84,                0.69151,                 1.1617,                0.96518,                 0.9373,                0.97316,                0.73009,                0.74751,                0.36123,                 1.0759,               0.001387,               0.001387,               0.001387
                     89,                0.83488,                0.68786,                  1.157,                0.96588,                0.93713,                0.97374,                0.73036,                0.74689,                0.36024,                 1.0755,               0.001288,               0.001288,               0.001288
                     90,                0.83608,                 0.6872,                 1.1583,                0.96623,                0.93673,                0.97369,                  0.731,                0.74604,                0.35973,                  1.075,               0.001189,               0.001189,               0.001189
                     91,                0.79894,                0.42629,                 1.1442,                0.96645,                0.93656,                0.97365,                0.73104,                0.74515,                0.35913,                 1.0745,                0.00109,                0.00109,                0.00109
                     92,                 0.7891,                0.41551,                 1.1367,                0.96631,                0.93796,                0.97368,                0.73216,                 0.7445,                0.35825,                  1.074,               0.000991,               0.000991,               0.000991
                     93,                0.77757,                0.40987,                 1.1257,                0.96683,                0.93883,                0.97386,                0.73214,                0.74382,                0.35745,                 1.0734,               0.000892,               0.000892,               0.000892
                     94,                0.77631,                0.40855,                 1.1231,                0.96709,                0.93848,                0.97408,                0.73274,                0.74314,                0.35684,                 1.0729,               0.000793,               0.000793,               0.000793
                     95,                0.76795,                0.39877,                 1.1119,                0.96769,                0.93818,                0.97411,                0.73337,                0.74206,                0.35665,                 1.0722,               0.000694,               0.000694,               0.000694
                     96,                0.76202,                0.39763,                 1.1101,                0.96781,                0.93781,                 0.9741,                 0.7338,                0.74138,                0.35606,                 1.0716,               0.000595,               0.000595,               0.000595
                     97,                 0.7559,                0.39081,                  1.107,                0.96804,                0.93748,                0.97412,                0.73424,                0.74059,                 0.3555,                 1.0709,               0.000496,               0.000496,               0.000496
                     98,                 0.7526,                0.39033,                 1.1031,                0.96741,                0.93817,                0.97419,                0.73388,                0.74022,                 0.3547,                 1.0705,               0.000397,               0.000397,               0.000397
                     99,                0.74435,                0.38611,                 1.0948,                0.96732,                0.93781,                0.97417,                0.73456,                0.73948,                0.35379,                 1.0699,               0.000298,               0.000298,               0.000298
                    100,                0.74722,                0.38668,                 1.0966,                0.96686,                0.93639,                0.97382,                0.73463,                0.73862,                0.35319,                 1.0694,               0.000199,               0.000199,               0.000199
